stationnames,linename,lon,lat
东昌路,地铁2号线(浦东国际机场-徐泾东),121.51103796264,31.23538865645536
陆家嘴,地铁2号线(浦东国际机场-徐泾东),121.49794977948895,31.240191163422505
南京东路,地铁2号线(浦东国际机场-徐泾东),121.47924428412828,31.23911535220653
人民广场,地铁2号线(浦东国际机场-徐泾东),121.46821242833369,31.23477693550272
南京西路,地铁2号线(浦东国际机场-徐泾东),121.45550746198595,31.23176643260941
静安寺,地铁2号线(浦东国际机场-徐泾东),121.44167858157878,31.22508411208896
江苏路,地铁2号线(浦东国际机场-徐泾东),121.4278857845281,31.221726714144122
中山公园,地铁2号线(浦东国际机场-徐泾东),121.41373564273864,31.22041076094213
娄山关路,地铁2号线(浦东国际机场-徐泾东),121.39963073146214,31.21290652542745
威宁路,地铁2号线(浦东国际机场-徐泾东),121.38242696981457,31.216666701571704
北新泾,地铁2号线(浦东国际机场-徐泾东),121.36940501710458,31.218305848849862
淞虹路,地铁2号线(浦东国际机场-徐泾东),121.35484187218569,31.220001080800422
虹桥2号航站楼,地铁2号线(浦东国际机场-徐泾东),121.32172604372542,31.19659605124147
虹桥火车站,地铁2号线(浦东国际机场-徐泾东),121.31698004097382,31.19592455947813
徐泾东,地铁2号线(浦东国际机场-徐泾东),121.29487927379664,31.19026886327993
虹桥火车站,地铁10号线(虹桥火车站-新江湾城),121.31698547115084,31.195872702920212
虹桥2号航站楼,地铁10号线(虹桥火车站-新江湾城),121.32178992197157,31.195847291773795
虹桥1号航站楼,地铁10号线(虹桥火车站-新江湾城),121.34262979861285,31.193463603446432
上海动物园,地铁10号线(虹桥火车站-新江湾城),121.36370573239333,31.192146075730466
龙溪路,地铁10号线(虹桥火车站-新江湾城),121.3755174497979,31.19627515675488
水城路,地铁10号线(虹桥火车站-新江湾城),121.38754188867226,31.201298680700077
伊犁路,地铁10号线(虹桥火车站-新江湾城),121.39940058732157,31.20097434412085
宋园路,地铁10号线(虹桥火车站-新江湾城),121.40731820626036,31.19832432977877
虹桥路,地铁10号线(虹桥火车站-新江湾城),121.41767616931179,31.198490043241854
交通大学,地铁10号线(虹桥火车站-新江湾城),121.42952631930164,31.20372474691698
上海图书馆,地铁10号线(虹桥火车站-新江湾城),121.43975165303726,31.209966368989658
陕西南路,地铁10号线(虹桥火车站-新江湾城),121.45345799010008,31.21667610356292
新天地,地铁10号线(虹桥火车站-新江湾城),121.47075586345952,31.218294750858874
老西门,地铁10号线(虹桥火车站-新江湾城),121.47931185443552,31.221073985044608
豫园,地铁10号线(虹桥火车站-新江湾城),121.48283033758119,31.23027093044076
南京东路,地铁10号线(虹桥火车站-新江湾城),121.48005813859892,31.240368502358432
天潼路,地铁10号线(虹桥火车站-新江湾城),121.47767315290058,31.24647455877888
四川北路,地铁10号线(虹桥火车站-新江湾城),121.47971268041323,31.253939587029944
海伦路,地铁10号线(虹桥火车站-新江湾城),121.48422026540928,31.26129204310376
邮电新村,地铁10号线(虹桥火车站-新江湾城),121.489822152937,31.270522310162953
四平路,地铁10号线(虹桥火车站-新江湾城),121.49700435873925,31.276943044058065
同济大学,地铁10号线(虹桥火车站-新江湾城),121.50206747269928,31.284577528844896
国权路,地铁10号线(虹桥火车站-新江湾城),121.50580660602509,31.291376267954487
五角场,地铁10号线(虹桥火车站-新江湾城),121.5102569388246,31.30010468797861
江湾体育场,地铁10号线(虹桥火车站-新江湾城),121.50969205437626,31.30504889283296
三门路,地铁10号线(虹桥火车站-新江湾城),121.50360047101069,31.315134753722944
殷高东路,地铁10号线(虹桥火车站-新江湾城),121.50255892045165,31.323880574911836
新江湾城,地铁10号线(虹桥火车站-新江湾城),121.5021751410441,31.330789692342496
江杨北路,地铁3号线(江杨北路-上海南站),121.43521938856243,31.40967456972207
铁力路,地铁3号线(江杨北路-上海南站),121.45682616047694,31.409999541306448
友谊路,地铁3号线(江杨北路-上海南站),121.47134349789759,31.406037600039237
宝杨路,地铁3号线(江杨北路-上海南站),121.47507674394518,31.39736354072145
水产路,地铁3号线(江杨北路-上海南站),121.48363914804142,31.38331485006464
淞滨路,地铁3号线(江杨北路-上海南站),121.48832085497106,31.37284262955783
张华浜,地铁3号线(江杨北路-上海南站),121.49433125386908,31.359810901798053
淞发路,地铁3号线(江杨北路-上海南站),121.4959949662686,31.347109870673105
长江南路,地铁3号线(江杨北路-上海南站),121.48711280575628,31.33412635715084
殷高西路,地铁3号线(江杨北路-上海南站),121.48042117235136,31.321748771935862
江湾镇,地铁3号线(江杨北路-上海南站),121.48069079075636,31.307520474183196
大柏树,地铁3号线(江杨北路-上海南站),121.47871798558658,31.291387582751717
赤峰路,地铁3号线(江杨北路-上海南站),121.47795944040102,31.28313938375795
虹口足球场,地铁3号线(江杨北路-上海南站),121.47460987529377,31.27359150693548
东宝兴路,地铁3号线(江杨北路-上海南站),121.47558660889679,31.26187719390625
宝山路,地铁3号线(江杨北路-上海南站),121.47185472145023,31.253450637692666
上海火车站,地铁3号线(江杨北路-上海南站),121.45372643331402,31.25160775167172
中潭路,地铁3号线(江杨北路-上海南站),121.43644217058086,31.256424824661842
镇坪路,地铁3号线(江杨北路-上海南站),121.42514754106442,31.248207850486914
曹杨路,地铁3号线(江杨北路-上海南站),121.41322366591196,31.24117205825925
金沙江路,地铁3号线(江杨北路-上海南站),121.40860980059394,31.23414265268504
中山公园,地铁3号线(江杨北路-上海南站),121.41108953874573,31.2199405725263
延安西路,地铁3号线(江杨北路-上海南站),121.4124581726931,31.21148710552621
虹桥路,地铁3号线(江杨北路-上海南站),121.41624585762226,31.19916822056313
宜山路,地铁3号线(江杨北路-上海南站),121.42269762044405,31.18819926470648
漕溪路,地铁3号线(江杨北路-上海南站),121.433738221966,31.178510081815766
龙漕路,地铁3号线(江杨北路-上海南站),121.43984743816351,31.171358938768957
石龙路,地铁3号线(江杨北路-上海南站),121.43863708528887,31.15985661484627
上海南站,地铁3号线(江杨北路-上海南站),121.42611438612052,31.15522392722447
上海南站,地铁3号线(上海南站-江杨北路),121.42611438612052,31.15522392722447
石龙路,地铁3号线(上海南站-江杨北路),121.43863708528887,31.15985661484627
龙漕路,地铁3号线(上海南站-江杨北路),121.43984743816351,31.171358938768957
漕溪路,地铁3号线(上海南站-江杨北路),121.433738221966,31.178510081815766
宜山路,地铁3号线(上海南站-江杨北路),121.42269762044405,31.18819926470648
虹桥路,地铁3号线(上海南站-江杨北路),121.41624585762226,31.19916822056313
延安西路,地铁3号线(上海南站-江杨北路),121.4124581726931,31.21148710552621
中山公园,地铁3号线(上海南站-江杨北路),121.41108953874573,31.2199405725263
金沙江路,地铁3号线(上海南站-江杨北路),121.40860980059394,31.23414265268504
曹杨路,地铁3号线(上海南站-江杨北路),121.41322366591196,31.24117205825925
镇坪路,地铁3号线(上海南站-江杨北路),121.42514754106442,31.248207850486914
中潭路,地铁3号线(上海南站-江杨北路),121.43644217058086,31.256424824661842
上海火车站,地铁3号线(上海南站-江杨北路),121.45372643331402,31.25160775167172
宝山路,地铁3号线(上海南站-江杨北路),121.47185472145023,31.253450637692666
东宝兴路,地铁3号线(上海南站-江杨北路),121.47558660889679,31.26187719390625
虹口足球场,地铁3号线(上海南站-江杨北路),121.47460987529377,31.27359150693548
赤峰路,地铁3号线(上海南站-江杨北路),121.47795944040102,31.28313938375795
大柏树,地铁3号线(上海南站-江杨北路),121.47871798558658,31.291387582751717
江湾镇,地铁3号线(上海南站-江杨北路),121.48069079075636,31.307520474183196
殷高西路,地铁3号线(上海南站-江杨北路),121.48042117235136,31.321748771935862
长江南路,地铁3号线(上海南站-江杨北路),121.48711280575628,31.33412635715084
淞发路,地铁3号线(上海南站-江杨北路),121.4959949662686,31.347109870673105
张华浜,地铁3号线(上海南站-江杨北路),121.49433125386908,31.359810901798053
淞滨路,地铁3号线(上海南站-江杨北路),121.48832085497106,31.37284262955783
水产路,地铁3号线(上海南站-江杨北路),121.48363914804142,31.38331485006464
宝杨路,地铁3号线(上海南站-江杨北路),121.47507674394518,31.39736354072145
友谊路,地铁3号线(上海南站-江杨北路),121.47134349789759,31.406037600039237
铁力路,地铁3号线(上海南站-江杨北路),121.45682616047694,31.409999541306448
江杨北路,地铁3号线(上海南站-江杨北路),121.43521938856243,31.40967456972207
松江南站,地铁9号线(松江南站-曹路),121.22639920443454,30.987060210865327
醉白池,地铁9号线(松江南站-曹路),121.2247557919795,31.003118454557853
松江体育中心,地铁9号线(松江南站-曹路),121.22616897058948,31.01818946621575
松江新城,地铁9号线(松江南站-曹路),121.226350799084,31.032348949242174
松江大学城,地铁9号线(松江南站-曹路),121.22829192109877,31.056206744549907
洞泾,地铁9号线(松江南站-曹路),121.22611214806558,31.08649171026643
佘山,地铁9号线(松江南站-曹路),121.22531806459601,31.106447312140713
泗泾,地铁9号线(松江南站-曹路),121.25595077339413,31.120416930756143
九亭,地铁9号线(松江南站-曹路),121.31500532139783,31.139231292526546
中春路,地铁9号线(松江南站-曹路),121.33374727569944,31.15169367641783
七宝,地铁9号线(松江南站-曹路),121.34498139587966,31.15731217495469
星中路,地铁9号线(松江南站-曹路),121.36438874043041,31.160065749391432
合川路,地铁9号线(松江南站-曹路),121.38005244996496,31.168371936923453
漕河泾开发区,地铁9号线(松江南站-曹路),121.39298139926555,31.172308892848147
桂林路,地铁9号线(松江南站-曹路),121.4136099472531,31.176738244195533
宜山路,地铁9号线(松江南站-曹路),121.4230542871249,31.186767503209943
徐家汇,地铁9号线(松江南站-曹路),121.43229956359892,31.197454618069845
肇嘉浜路,地铁9号线(松江南站-曹路),121.44599379950607,31.20129057115306
嘉善路,地铁9号线(松江南站-曹路),121.45619948566738,31.20469519628695
打浦桥,地铁9号线(松江南站-曹路),121.46436457148386,31.20799187538027
马当路,地铁9号线(松江南站-曹路),121.4729104932412,31.211391910612306
陆家浜路,地铁9号线(松江南站-曹路),121.48159054626528,31.21366080123929
小南门,地铁9号线(松江南站-曹路),121.49385017031624,31.219034960400943
商城路,地铁9号线(松江南站-曹路),121.51193609897364,31.232426193938338
世纪大道,地铁9号线(松江南站-曹路),121.52253833051657,31.230963264550056
杨高中路,地铁9号线(松江南站-曹路),121.54443334151014,31.22966527628743
芳甸路,地铁9号线(松江南站-曹路),121.55394462873122,31.23350358071331
蓝天路,地铁9号线(松江南站-曹路),121.57361915481779,31.243140977771315
台儿庄路,地铁9号线(松江南站-曹路),121.59361948425236,31.254835719401488
金桥,地铁9号线(松江南站-曹路),121.60703207372869,31.262813821755362
金吉路,地铁9号线(松江南站-曹路),121.62431540781351,31.266506355720143
金海路,地铁9号线(松江南站-曹路),121.63467969303728,31.265845545595013
顾唐路,地铁9号线(松江南站-曹路),121.65236354201105,31.26815425925281
民雷路,地铁9号线(松江南站-曹路),121.66390813475857,31.270455780371552
曹路,地铁9号线(松江南站-曹路),121.67873816836818,31.27326284930876
宜山路,地铁4号线(外圈(宜山路-宜山路)),121.42238761303079,31.189219493868627
上海体育馆,地铁4号线(外圈(宜山路-宜山路)),121.43296653772244,31.184804038895077
上海体育场,地铁4号线(外圈(宜山路-宜山路)),121.43925134754022,31.187720495491014
东安路,地铁4号线(外圈(宜山路-宜山路)),121.4503698398462,31.192699273756023
大木桥路,地铁4号线(外圈(宜山路-宜山路)),121.45908067637887,31.196139893371825
鲁班路,地铁4号线(外圈(宜山路-宜山路)),121.4699497950208,31.200984897546874
西藏南路,地铁4号线(外圈(宜山路-宜山路)),121.48501441365177,31.203962196670986
南浦大桥,地铁4号线(外圈(宜山路-宜山路)),121.49532738649212,31.210649968052028
塘桥,地铁4号线(外圈(宜山路-宜山路)),121.51443015829828,31.21168966884305
蓝村路,地铁4号线(外圈(宜山路-宜山路)),121.52364815509638,31.213755986618363
浦电路,地铁4号线(外圈(宜山路-宜山路)),121.52768533316281,31.225078430415724
世纪大道,地铁4号线(外圈(宜山路-宜山路)),121.52259709286604,31.23105398566527
浦东大道,地铁4号线(外圈(宜山路-宜山路)),121.51508472389416,31.24205367972808
杨树浦路,地铁4号线(外圈(宜山路-宜山路)),121.51300761433576,31.253962069442164
大连路,地铁4号线(外圈(宜山路-宜山路)),121.50827043682621,31.260483456954603
临平路,地铁4号线(外圈(宜山路-宜山路)),121.49658104868206,31.2629522765194
海伦路,地铁4号线(外圈(宜山路-宜山路)),121.48526407308479,31.26081693078289
宝山路,地铁4号线(外圈(宜山路-宜山路)),121.47185472145023,31.253450637692666
上海火车站,地铁4号线(外圈(宜山路-宜山路)),121.45372679157343,31.25160698651591
中潭路,地铁4号线(外圈(宜山路-宜山路)),121.43644217058086,31.256424824661842
镇坪路,地铁4号线(外圈(宜山路-宜山路)),121.42514754106442,31.248207850486914
曹杨路,地铁4号线(外圈(宜山路-宜山路)),121.41322366591196,31.24117205825925
金沙江路,地铁4号线(外圈(宜山路-宜山路)),121.40860980059394,31.23414265268504
中山公园,地铁4号线(外圈(宜山路-宜山路)),121.41108953874573,31.2199405725263
延安西路,地铁4号线(外圈(宜山路-宜山路)),121.4124581726931,31.21148710552621
虹桥路,地铁4号线(外圈(宜山路-宜山路)),121.41624585762226,31.19916822056313
东方体育中心,地铁6号线(东方体育中心-港城路),121.4759816830213,31.155544087648288
灵岩南路,地铁6号线(东方体育中心-港城路),121.49077318719584,31.1507590245521
上南路,地铁6号线(东方体育中心-港城路),121.50197548514942,31.151212531028328
华夏西路,地铁6号线(东方体育中心-港城路),121.51032032653869,31.151914797897128
高青路,地铁6号线(东方体育中心-港城路),121.51122579454449,31.16178946020621
东明路,地铁6号线(东方体育中心-港城路),121.50668094369848,31.17467594743163
高科西路,地铁6号线(东方体育中心-港城路),121.50563122200836,31.187755286096078
临沂新村,地铁6号线(东方体育中心-港城路),121.51263098182359,31.195106563935013
上海儿童医学中心,地铁6号线(东方体育中心-港城路),121.51917638573477,31.205176888109694
蓝村路,地铁6号线(东方体育中心-港城路),121.52340749913614,31.213789725447484
浦电路,地铁6号线(东方体育中心-港城路),121.52460565386477,31.222172619643363
世纪大道,地铁6号线(东方体育中心-港城路),121.52295575905762,31.230820788211087
源深体育中心,地铁6号线(东方体育中心-港城路),121.5303900704108,31.235106963001385
民生路,地铁6号线(东方体育中心-港城路),121.53918124641041,31.23801073311457
北洋泾路,地铁6号线(东方体育中心-港城路),121.54853662981022,31.241399342272953
德平路,地铁6号线(东方体育中心-港城路),121.56007378858948,31.247533725659714
云山路,地铁6号线(东方体育中心-港城路),121.56850573795136,31.25256835848981
金桥路,地铁6号线(东方体育中心-港城路),121.57766037391436,31.25930919744349
博兴路,地铁6号线(东方体育中心-港城路),121.58272341978686,31.26618518803448
五莲路,地铁6号线(东方体育中心-港城路),121.5838521523902,31.27415474809893
巨峰路,地铁6号线(东方体育中心-港城路),121.58430345034128,31.282644649616635
东靖路,地铁6号线(东方体育中心-港城路),121.58470032032301,31.29280570859353
五洲大道,地铁6号线(东方体育中心-港城路),121.58519678808676,31.304784489328902
洲海路,地铁6号线(东方体育中心-港城路),121.58522191052838,31.31446839068812
外高桥保税区南站,地铁6号线(东方体育中心-港城路),121.59777507455263,31.323838443484586
航津路,地铁6号线(东方体育中心-港城路),121.5897938586306,31.337536710221038
外高桥保税区北站,地铁6号线(东方体育中心-港城路),121.58274800462772,31.349944912249605
港城路,地铁6号线(东方体育中心-港城路),121.57062879209192,31.355138091657352
宜山路,地铁4号线(内圈(宜山路-宜山路)),121.42238761303079,31.189219493868627
虹桥路,地铁4号线(内圈(宜山路-宜山路)),121.41624585762226,31.19916822056313
延安西路,地铁4号线(内圈(宜山路-宜山路)),121.4124581726931,31.21148710552621
中山公园,地铁4号线(内圈(宜山路-宜山路)),121.41108953874573,31.2199405725263
金沙江路,地铁4号线(内圈(宜山路-宜山路)),121.40860980059394,31.23414265268504
曹杨路,地铁4号线(内圈(宜山路-宜山路)),121.41322366591196,31.24117205825925
镇坪路,地铁4号线(内圈(宜山路-宜山路)),121.42514754106442,31.248207850486914
中潭路,地铁4号线(内圈(宜山路-宜山路)),121.43644217058086,31.256424824661842
上海火车站,地铁4号线(内圈(宜山路-宜山路)),121.45372679157343,31.25160698651591
宝山路,地铁4号线(内圈(宜山路-宜山路)),121.47185472145023,31.253450637692666
海伦路,地铁4号线(内圈(宜山路-宜山路)),121.48526407308479,31.26081693078289
临平路,地铁4号线(内圈(宜山路-宜山路)),121.49658104868206,31.2629522765194
大连路,地铁4号线(内圈(宜山路-宜山路)),121.50827043682621,31.260483456954603
杨树浦路,地铁4号线(内圈(宜山路-宜山路)),121.51300761433576,31.253962069442164
浦东大道,地铁4号线(内圈(宜山路-宜山路)),121.51508472389416,31.24205367972808
世纪大道,地铁4号线(内圈(宜山路-宜山路)),121.52259709286604,31.23105398566527
浦电路,地铁4号线(内圈(宜山路-宜山路)),121.52768533316281,31.225078430415724
蓝村路,地铁4号线(内圈(宜山路-宜山路)),121.52364815509638,31.213755986618363
塘桥,地铁4号线(内圈(宜山路-宜山路)),121.51443015829828,31.21168966884305
南浦大桥,地铁4号线(内圈(宜山路-宜山路)),121.49532738649212,31.210649968052028
西藏南路,地铁4号线(内圈(宜山路-宜山路)),121.48501441365177,31.203962196670986
鲁班路,地铁4号线(内圈(宜山路-宜山路)),121.4699497950208,31.200984897546874
大木桥路,地铁4号线(内圈(宜山路-宜山路)),121.45908067637887,31.196139893371825
