ostation,dstation,duration
3号线虹桥路,4号线虹桥路,5
4号线虹桥路,10号线虹桥路,5
4号线虹桥路,3号线虹桥路,5
3号线虹口足球场,8号线虹口足球场,5
8号线虹口足球场,3号线虹口足球场,5
3号线宝山路,4号线宝山路,5
4号线宝山路,3号线宝山路,5
3号线中潭路,4号线中潭路,5
4号线中潭路,3号线中潭路,5
3号线镇坪路,4号线镇坪路,5
3号线镇坪路,7号线镇坪路,5
4号线镇坪路,3号线镇坪路,5
4号线镇坪路,7号线镇坪路,5
7号线镇坪路,3号线镇坪路,5
7号线镇坪路,4号线镇坪路,5
3号线曹杨路,4号线曹杨路,5
3号线曹杨路,11号线曹杨路,5
4号线曹杨路,3号线曹杨路,5
4号线曹杨路,11号线曹杨路,5
11号线曹杨路,3号线曹杨路,5
11号线曹杨路,4号线曹杨路,5
3号线金沙江路,4号线金沙江路,5
3号线金沙江路,13号线金沙江路,5
4号线金沙江路,3号线金沙江路,5
4号线金沙江路,13号线金沙江路,5
13号线金沙江路,3号线金沙江路,5
13号线金沙江路,4号线金沙江路,5
3号线延安西路,4号线延安西路,5
4号线延安西路,3号线延安西路,5
3号线宜山路,9号线宜山路,5
3号线宜山路,4号线宜山路,5
9号线宜山路,3号线宜山路,5
9号线宜山路,4号线宜山路,5
4号线宜山路,3号线宜山路,5
4号线宜山路,9号线宜山路,5
3号线龙漕路,12号线龙漕路,5
12号线龙漕路,3号线龙漕路,5
9号线肇嘉浜路,7号线肇嘉浜路,5
7号线肇嘉浜路,9号线肇嘉浜路,5
9号线嘉善路,12号线嘉善路,5
12号线嘉善路,9号线嘉善路,5
9号线马当路,13号线马当路,5
13号线马当路,9号线马当路,5
9号线陆家浜路,8号线陆家浜路,5
8号线陆家浜路,9号线陆家浜路,5
9号线金海路,12号线金海路,5
12号线金海路,9号线金海路,5
4号线东安路,7号线东安路,5
7号线东安路,4号线东安路,5
4号线大木桥路,12号线大木桥路,5
12号线大木桥路,4号线大木桥路,5
4号线西藏南路,8号线西藏南路,5
8号线西藏南路,4号线西藏南路,5
4号线蓝村路,6号线蓝村路,5
6号线蓝村路,4号线蓝村路,5
4号线浦电路,6号线浦电路,5
6号线浦电路,4号线浦电路,5
4号线大连路,12号线大连路,5
12号线大连路,4号线大连路,5
6号线东方体育中心,8号线东方体育中心,5
6号线东方体育中心,11号线东方体育中心,5
8号线东方体育中心,6号线东方体育中心,5
8号线东方体育中心,11号线东方体育中心,5
11号线东方体育中心,6号线东方体育中心,5
11号线东方体育中心,8号线东方体育中心,5
6号线东明路,13号线东明路,5
13号线东明路,6号线东明路,5
6号线高科西路,7号线高科西路,5
7号线高科西路,6号线高科西路,5
6号线巨峰路,12号线巨峰路,5
12号线巨峰路,6号线巨峰路,5
5号线东川路,5号线支线东川路,5
5号线支线东川路,5号线东川路,5
7号线长寿路,13号线长寿路,5
13号线长寿路,7号线长寿路,5
7号线龙华中路,12号线龙华中路,5
12号线龙华中路,7号线龙华中路,5
7号线长清路,13号线长清路,5
13号线长清路,7号线长清路,5
7号线耀华路,8号线耀华路,5
8号线耀华路,7号线耀华路,5
8号线沈杜公路,轨道交通浦江线沈杜公路,5
轨道交通浦江线沈杜公路,8号线沈杜公路,5
8号线成山路,13号线成山路,5
13号线成山路,8号线成山路,5
8号线曲阜路,12号线曲阜路,5
12号线曲阜路,8号线曲阜路,5
12号线龙华,11号线龙华,5
11号线龙华,12号线龙华,5
11号线罗山路,16号线罗山路,5
16号线罗山路,11号线罗山路,5
11号线隆德路,13号线隆德路,5
13号线隆德路,11号线隆德路,5
13号线华夏中路,16号线华夏中路,5
16号线华夏中路,13号线华夏中路,5
1号线大望路,14号线东段大望路,5
14号线东段大望路,1号线大望路,5
