22271,22:54:04,114.167,22.718398999999998,0,0
22271,18:26:26,114.190598,22.6478,0,4
22271,18:35:18,114.201401,22.6497,0,0
22271,16:02:46,114.233498,22.725901,0,24
22271,21:41:17,114.233597,22.7209,0,19
22271,15:27:20,114.234001,22.7225,0,0
22271,15:10:37,114.237503,22.736,0,5
22271,01:07:43,114.238701,22.7334,0,5
22271,08:12:46,114.240402,22.7246,0,16
22271,21:11:46,114.24569699999999,22.7246,0,0
22271,16:11:38,114.247597,22.7202,0,0
22271,21:57:02,114.248299,22.716801,0,26
22271,20:58:58,114.249496,22.7279,0,11
22271,21:58:59,114.252296,22.7204,0,18
22271,06:32:22,114.252296,22.746401000000002,0,0
22271,22:10:48,114.25430300000001,22.740299,0,27
22271,21:03:53,114.255501,22.733801,0,11
22271,17:12:37,114.257599,22.7234,0,26
22271,01:27:25,114.25810200000001,22.742701,0,0
22271,01:31:22,114.25810200000001,22.742701,0,0
22271,03:00:54,114.25859799999999,22.7292,0,0
22271,19:01:52,114.261299,22.724899,0,0
22271,03:42:14,114.261703,22.7327,0,0
22271,00:57:53,114.262398,22.726,0,23
22271,15:46:02,114.26280200000001,22.7096,0,0
22271,16:19:30,114.26349599999999,22.711201000000003,0,13
22271,13:37:08,114.26460300000001,22.741501,0,0
22271,13:44:00,114.26460300000001,22.741501,0,0
22271,12:29:13,114.264702,22.7414,0,0
22271,12:46:56,114.264702,22.7414,0,0
22271,05:42:17,114.264702,22.741501,0,0
22271,05:54:01,114.264702,22.741501,0,0
22271,12:25:18,114.264702,22.741501,0,0
22271,05:32:27,114.264702,22.7416,0,0
22271,04:48:09,114.264801,22.741301,0,0
22271,12:52:51,114.264801,22.7414,0,0
22271,12:54:48,114.264801,22.7414,0,0
22271,05:44:15,114.264801,22.741501,0,0
22271,11:57:44,114.26619699999999,22.7418,0,0
22271,00:00:49,114.266502,22.728201000000002,0,0
22271,14:57:47,114.2668,22.742399,0,13
22271,20:48:08,114.267303,22.728701,0,17
22271,03:56:59,114.27179699999999,22.735701000000002,0,0
22271,04:03:52,114.27179699999999,22.735701000000002,0,0
22271,04:05:51,114.271896,22.736,0,0
22271,20:33:23,114.272903,22.735001,0,5
22271,16:38:11,114.27600100000001,22.740801,0,21
22271,14:19:26,114.277496,22.7379,0,0
22271,14:41:06,114.277702,22.7376,0,0
22271,10:11:28,114.279297,22.739,0,0
22271,09:40:57,114.279404,22.739,0,0
22271,10:35:04,114.279503,22.739,0,0
22271,10:41:58,114.279503,22.739,0,0
