VehicleNum,Lng,Lat,OccupancyStatus,Speed,DateTime
22223,114.160149,22.601633,0,56,2013-10-22 01:11:11
22223,114.158615,22.599899,0,57,2013-10-22 01:11:26
22223,114.157349,22.598284,0,63,2013-10-22 01:11:41
22223,114.155434,22.596933,0,54,2013-10-22 01:11:56
22223,114.153183,22.596666,0,64,2013-10-22 01:12:11
22223,114.152069,22.594749,0,59,2013-10-22 01:12:26
22223,114.151154,22.593201,0,62,2013-10-22 01:12:41
22223,114.150253,22.591183,0,53,2013-10-22 01:12:56
22223,114.150368,22.589582,0,42,2013-10-22 01:13:10
22223,114.148483,22.588617,0,53,2013-10-22 01:13:26
22223,114.147217,22.588017,0,60,2013-10-22 01:13:35
22223,114.145821,22.586533,0,62,2013-10-22 01:13:49
22223,114.145302,22.585217,0,53,2013-10-22 01:13:58
22223,114.144836,22.584682,0,45,2013-10-22 01:14:04
22223,114.143768,22.584383,0,55,2013-10-22 01:14:12
22223,114.143471,22.584316,0,57,2013-10-22 01:14:14
22223,114.142586,22.584032,0,58,2013-10-22 01:14:20
22223,114.141647,22.583267,0,58,2013-10-22 01:14:28
22223,114.141502,22.583033,0,55,2013-10-22 01:14:30
22223,114.141098,22.581617,0,49,2013-10-22 01:14:43
22223,114.141014,22.580482,0,47,2013-10-22 01:14:52
22223,114.14077,22.579832,0,49,2013-10-22 01:14:58
22223,114.140137,22.578716,0,31,2013-10-22 01:15:13
22223,114.139618,22.577183,0,43,2013-10-22 01:15:28
22223,114.139015,22.575583,0,44,2013-10-22 01:15:43
22223,114.137619,22.575718,0,40,2013-10-22 01:15:58
22223,114.137131,22.575983,0,0,2013-10-22 01:18:23
22223,114.137131,22.575983,0,0,2013-10-22 01:18:28
22223,114.136299,22.576283,0,38,2013-10-22 01:18:43
22223,114.135765,22.577066,0,39,2013-10-22 01:18:58
22223,114.135834,22.577833,0,30,2013-10-22 01:19:06
22223,114.135902,22.57925,0,26,2013-10-22 01:19:21
22223,114.13485,22.5793,0,29,2013-10-22 01:19:36
22223,114.1343,22.579268,0,6,2013-10-22 01:19:51
22223,114.13427,22.579384,0,0,2013-10-22 01:20:06
